time,open,high,low,close,tick_volume,spread,real_volume
2026-04-23 23:15:00,1.16821,1.1685,1.16805,1.16833,434,2,0
2026-04-23 23:30:00,1.16835,1.16852,1.16832,1.16844,258,2,0
2026-04-23 23:45:00,1.16843,1.16846,1.1681300000000001,1.16821,160,7,0
2026-04-24 00:00:00,1.1685699999999999,1.1687,1.16812,1.16835,201,47,0
2026-04-24 00:15:00,1.1684,1.16867,1.16763,1.16808,348,22,0
2026-04-24 00:30:00,1.16815,1.16862,1.16782,1.16802,305,30,0
2026-04-24 00:45:00,1.16802,1.16842,1.168,1.16839,46,22,0
2026-04-24 01:00:00,1.16833,1.16867,1.1683,1.16861,259,2,0
2026-04-24 01:15:00,1.16861,1.16861,1.16851,1.1685699999999999,121,2,0
2026-04-24 01:30:00,1.1685699999999999,1.16864,1.16852,1.16859,136,2,0
2026-04-24 01:45:00,1.16859,1.16865,1.16855,1.1686,96,2,0
2026-04-24 02:00:00,1.16861,1.16861,1.16834,1.16834,100,1,0
2026-04-24 02:15:00,1.16835,1.16841,1.16819,1.16841,181,1,0
2026-04-24 02:30:00,1.16841,1.16843,1.16834,1.16838,138,1,0
2026-04-24 02:45:00,1.16838,1.16843,1.16828,1.16836,210,1,0
2026-04-24 03:00:00,1.16835,1.16867,1.16817,1.16867,612,2,0
2026-04-24 03:15:00,1.16868,1.16877,1.16851,1.16871,332,1,0
2026-04-24 03:30:00,1.16871,1.16886,1.16834,1.16844,501,1,0
2026-04-24 03:45:00,1.16845,1.16863,1.1683,1.16853,600,1,0
2026-04-24 04:00:00,1.16854,1.16869,1.16834,1.16859,533,1,0
2026-04-24 04:15:00,1.16858,1.16873,1.16846,1.1684700000000001,452,1,0
2026-04-24 04:30:00,1.16846,1.16875,1.16821,1.16845,803,1,0
2026-04-24 04:45:00,1.16843,1.16887,1.16842,1.16886,522,1,0
2026-04-24 05:00:00,1.16886,1.16891,1.16836,1.16838,455,1,0
2026-04-24 05:15:00,1.16839,1.16846,1.16803,1.16803,418,1,0
2026-04-24 05:30:00,1.16803,1.16832,1.16801,1.16804,408,1,0
2026-04-24 05:45:00,1.16804,1.16805,1.16781,1.1679,426,1,0
2026-04-24 06:00:00,1.1679,1.16801,1.16761,1.1677,489,1,0
2026-04-24 06:15:00,1.16771,1.16777,1.16754,1.16756,449,1,0
2026-04-24 06:30:00,1.16755,1.16775,1.16729,1.16764,431,1,0
2026-04-24 06:45:00,1.16765,1.1678600000000001,1.16764,1.16779,559,1,0
2026-04-24 07:00:00,1.1678,1.16802,1.16763,1.16792,438,1,0
2026-04-24 07:15:00,1.16793,1.1679599999999999,1.16774,1.1678,378,1,0
2026-04-24 07:30:00,1.1678,1.16798,1.16775,1.16781,411,1,0
2026-04-24 07:45:00,1.16782,1.16814,1.16782,1.1679,378,1,0
2026-04-24 08:00:00,1.16792,1.16802,1.16765,1.1678600000000001,461,1,0
2026-04-24 08:15:00,1.16785,1.16806,1.16781,1.16793,488,1,0
2026-04-24 08:30:00,1.16794,1.1683,1.16794,1.1682,425,1,0
2026-04-24 08:45:00,1.16819,1.16832,1.16807,1.16821,436,1,0
2026-04-24 09:00:00,1.16822,1.16824,1.16797,1.16816,864,1,0
2026-04-24 09:15:00,1.16815,1.16821,1.1678,1.16805,695,1,0
2026-04-24 09:30:00,1.16804,1.16836,1.16788,1.16824,859,1,0
2026-04-24 09:45:00,1.16822,1.16826,1.16774,1.16785,669,1,0
2026-04-24 10:00:00,1.16784,1.16816,1.16761,1.1681,722,1,0
2026-04-24 10:15:00,1.16811,1.16831,1.16801,1.16811,605,1,0
2026-04-24 10:30:00,1.16811,1.16851,1.16787,1.1685,556,1,0
2026-04-24 10:45:00,1.1685,1.16939,1.1684700000000001,1.1690800000000001,774,1,0
2026-04-24 11:00:00,1.16904,1.1691,1.16839,1.16871,894,1,0
2026-04-24 11:15:00,1.16869,1.16958,1.16869,1.16916,1296,1,0
2026-04-24 11:30:00,1.16917,1.16917,1.16865,1.1687,825,1,0
2026-04-24 11:45:00,1.16869,1.16937,1.16867,1.16897,858,1,0
2026-04-24 12:00:00,1.16899,1.1691,1.16865,1.1688,885,1,0
2026-04-24 12:15:00,1.16879,1.16897,1.16843,1.16851,988,1,0
2026-04-24 12:30:00,1.1685,1.16892,1.16839,1.16876,687,1,0
2026-04-24 12:45:00,1.16877,1.16881,1.16855,1.16865,654,1,0
2026-04-24 13:00:00,1.16864,1.16903,1.16855,1.16883,769,1,0
2026-04-24 13:15:00,1.16882,1.16964,1.16881,1.16961,630,1,0
2026-04-24 13:30:00,1.16961,1.17013,1.16941,1.17002,540,1,0
2026-04-24 13:45:00,1.17002,1.17036,1.1698,1.17033,618,1,0
2026-04-24 14:00:00,1.17036,1.1712500000000001,1.17027,1.17078,2055,1,0
2026-04-24 14:15:00,1.17079,1.17183,1.17037,1.1718,2122,1,0
2026-04-24 14:30:00,1.17182,1.17183,1.17115,1.17167,1382,1,0
2026-04-24 14:45:00,1.17166,1.1718600000000001,1.17129,1.17144,1262,1,0
2026-04-24 15:00:00,1.17146,1.17175,1.17113,1.17154,1286,1,0
2026-04-24 15:15:00,1.17157,1.1716,1.17098,1.17136,1133,1,0
2026-04-24 15:30:00,1.17137,1.17138,1.1706699999999999,1.17075,993,1,0
2026-04-24 15:45:00,1.17077,1.17114,1.17026,1.17087,1194,1,0
2026-04-24 16:00:00,1.17089,1.17124,1.17061,1.1708,1261,1,0
2026-04-24 16:15:00,1.1708,1.17094,1.17018,1.17023,1129,1,0
2026-04-24 16:30:00,1.17023,1.1703999999999999,1.16986,1.17038,1552,1,0
2026-04-24 16:45:00,1.1703999999999999,1.17078,1.17029,1.17066,1390,1,0
2026-04-24 17:00:00,1.17062,1.1715,1.17001,1.17108,2032,1,0
2026-04-24 17:15:00,1.17107,1.17161,1.17073,1.17116,1524,1,0
2026-04-24 17:30:00,1.17116,1.17167,1.17113,1.17117,1487,1,0
2026-04-24 17:45:00,1.17118,1.17123,1.17031,1.17063,1232,1,0
2026-04-24 18:00:00,1.17063,1.17079,1.17042,1.17053,1264,1,0
2026-04-24 18:15:00,1.17053,1.17085,1.17031,1.17073,1011,1,0
2026-04-24 18:30:00,1.17072,1.17119,1.17007,1.17108,1291,1,0
2026-04-24 18:45:00,1.17097,1.17198,1.17097,1.17176,2463,1,0
2026-04-24 19:00:00,1.17176,1.17194,1.17133,1.17158,1587,1,0
2026-04-24 19:15:00,1.17157,1.17171,1.1713,1.17134,1085,1,0
2026-04-24 19:30:00,1.17135,1.17184,1.17135,1.17149,1106,1,0
2026-04-24 19:45:00,1.17148,1.17198,1.17148,1.17191,1022,1,0
2026-04-24 20:00:00,1.1719,1.17212,1.17179,1.17191,1048,1,0
2026-04-24 20:15:00,1.17192,1.17194,1.1715,1.1716,761,1,0
2026-04-24 20:30:00,1.17158,1.1716199999999999,1.17121,1.17144,960,1,0
2026-04-24 20:45:00,1.17143,1.1718600000000001,1.17127,1.17135,834,1,0
2026-04-24 21:00:00,1.17134,1.17144,1.17109,1.17138,683,1,0
2026-04-24 21:15:00,1.17137,1.17157,1.17123,1.1715,566,1,0
2026-04-24 21:30:00,1.1715,1.17185,1.17134,1.1718,485,1,0
2026-04-24 21:45:00,1.1718,1.17197,1.1716,1.17176,637,1,0
2026-04-24 22:00:00,1.17177,1.17204,1.17172,1.172,579,1,0
2026-04-24 22:15:00,1.172,1.17209,1.17169,1.17181,440,1,0
2026-04-24 22:30:00,1.17181,1.17195,1.1717,1.17175,768,1,0
2026-04-24 22:45:00,1.17172,1.17191,1.17153,1.1718600000000001,707,1,0
2026-04-24 23:00:00,1.17184,1.17208,1.17171,1.17199,508,2,0
2026-04-24 23:15:00,1.17199,1.17206,1.17172,1.17194,306,2,0
2026-04-24 23:30:00,1.17193,1.17208,1.17173,1.17207,361,2,0
2026-04-24 23:45:00,1.17207,1.17221,1.17201,1.17219,325,7,0
2026-04-27 00:00:00,1.16955,1.16981,1.16955,1.16973,25,60,0
2026-04-27 00:15:00,1.16983,1.16985,1.16955,1.16973,66,57,0
2026-04-27 00:30:00,1.1697899999999999,1.17069,1.16977,1.17056,98,31,0
2026-04-27 00:45:00,1.17056,1.17061,1.17039,1.17048,75,51,0
2026-04-27 01:00:00,1.17053,1.17126,1.17045,1.17069,489,2,0
2026-04-27 01:15:00,1.17069,1.1708,1.17054,1.1707,222,2,0
2026-04-27 01:30:00,1.1707,1.17084,1.17057,1.17071,213,2,0
